municode,State,Municipality,Domestic_Tariff,Divisional_Area,DAC_Area,Fixed,January_marginal,February_marginal,March_marginal,April_marginal,May_marginal,June_marginal,July_marginal,Agust_marginal,September_marginal,October_marginal,November_marginal,December_marginal
24051,San Luis Potosi,Villa Hidalgo,1,Golfo Centro,Sur,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
24052,San Luis Potosi,Villa Juarez,1,Golfo Centro,Sur,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
24053,San Luis Potosi,Axtla de Terrazas,4,Golfo Centro,Sur,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
24054,San Luis Potosi,Xilitla,3,Golfo Centro,Sur,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
24055,San Luis Potosi,Zaragoza,1,Golfo Centro,Sur,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
24056,San Luis Potosi,Villa de Arista,1,Golfo Centro,Sur,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
24057,San Luis Potosi,Matlapa,3,Golfo Centro,Sur,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
24058,San Luis Potosi,El Naranjo,3,Golfo Centro,Sur,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
25001,Sinaloa,Ahome,7,Noroeste,Sur,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25002,Sinaloa,Angostura,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25003,Sinaloa,Badiraguato,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25004,Sinaloa,Concordia,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25005,Sinaloa,Cosala,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25006,Sinaloa,Culiacan,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25007,Sinaloa,Choix,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25008,Sinaloa,Elota,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25009,Sinaloa,Escuinapa,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25010,Sinaloa,El Fuerte,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25011,Sinaloa,Guasave,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25012,Sinaloa,Mazatlan,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25013,Sinaloa,Mocorito,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25014,Sinaloa,Rosario,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25015,Sinaloa,Salvador Alvarado,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25016,Sinaloa,San Ignacio,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25017,Sinaloa,Sinaloa,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
25018,Sinaloa,Navolato,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26001,Sonora,Aconchi,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26002,Sonora,Agua Prieta,3,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26003,Sonora,Alamos,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26004,Sonora,Altar,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26005,Sonora,Arivechi,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26006,Sonora,Arizpe,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26007,Sonora,Atil,2,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26008,Sonora,Bacadehuachi,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26009,Sonora,Bacanora,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26010,Sonora,Bacerac,3,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26011,Sonora,Bacoachi,2,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26012,Sonora,Bacum,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26013,Sonora,Banamichi,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26014,Sonora,Baviacora,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26015,Sonora,Bavispe,3,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26016,Sonora,Benjamin Hill,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26017,Sonora,Caborca,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26018,Sonora,Cajeme,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26019,Sonora,Cananea,2,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26020,Sonora,Carbo,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26021,Sonora,La Colorada,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26022,Sonora,Cucurpe,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26023,Sonora,Cumpas,3,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26024,Sonora,Divisaderos,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26025,Sonora,Empalme,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26026,Sonora,Etchojoa,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26027,Sonora,Fronteras,3,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26028,Sonora,Granados,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26029,Sonora,Guaymas,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26030,Sonora,Hermosillo,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26031,Sonora,Huachinera,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26032,Sonora,Huasabas,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26033,Sonora,Huatabampo,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26034,Sonora,Huepac,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26035,Sonora,Imuris,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26036,Sonora,Magdalena,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26037,Sonora,Mazatan,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26038,Sonora,Moctezuma,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26039,Sonora,Naco,2,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26040,Sonora,Nacori Chico,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26041,Sonora,Nacozari de Garcia,3,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26042,Sonora,Navojoa,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26043,Sonora,Nogales,2,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26044,Sonora,Onavas,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26045,Sonora,Opodepe,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26046,Sonora,Oquitoa,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26047,Sonora,Pitiquito,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26048,Sonora,Puerto Penasco,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26049,Sonora,Quiriego,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26050,Sonora,Rayon,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26051,Sonora,Rosario,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26052,Sonora,Sahuaripa,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26053,Sonora,San Felipe de Jesus,2,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26054,Sonora,San Javier,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26055,Sonora,San Luis Rio Colorado,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26056,Sonora,San Miguel de Horcasitas,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26057,Sonora,San Pedro de la Cueva,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26058,Sonora,Santa Ana,4,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26059,Sonora,Santa Cruz,2,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26060,Sonora,Saric,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26061,Sonora,Soyopa,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26062,Sonora,Suaqui Grande,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26063,Sonora,Tepache,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26064,Sonora,Trincheras,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26065,Sonora,Tubutama,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26066,Sonora,Ures,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26067,Sonora,Villa Hidalgo,3,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26068,Sonora,Villa Pesqueira,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26069,Sonora,Yecora,5,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26070,Sonora,General Plutarco Elias Calles,7,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26071,Sonora,Benito Juarez,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
26072,Sonora,San Ignacio Rio Muerto,6,Noroeste,Noroeste,59.17,2.056,2.0695,2.251,2.386,2.551,2.717,2.972,3.263,3.584,3.577,3.517,2.98
27001,Tabasco,Balancan,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27002,Tabasco,Cardenas,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27003,Tabasco,Centla,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27004,Tabasco,Centro,5,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27005,Tabasco,Comalcalco,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27006,Tabasco,Cunduacan,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27007,Tabasco,Emiliano Zapata,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27008,Tabasco,Huimanguillo,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27009,Tabasco,Jalapa,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27010,Tabasco,Jalpa de Mendez,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27011,Tabasco,Jonuta,5,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27012,Tabasco,Macuspana,5,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27013,Tabasco,Nacajuca,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27014,Tabasco,Paraiso,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27015,Tabasco,Tacotalpa,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27016,Tabasco,Teapa,4,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
27017,Tabasco,Tenosique,5,Sureste,Sur,72.38,2.368,2.506,2.654,2.796,2.969,3.143,3.411,3.716,4.052,4.046,3.983,3.419
28001,Tamaulipas,Abasolo,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28002,Tamaulipas,Aldama,3,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28003,Tamaulipas,Altamira,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28004,Tamaulipas,Antiguo Morelos,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28005,Tamaulipas,Burgos,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28006,Tamaulipas,Bustamante,2,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28007,Tamaulipas,Camargo,5,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28008,Tamaulipas,Casas,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28009,Tamaulipas,Ciudad Madero,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28010,Tamaulipas,Cruillas,3,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28011,Tamaulipas,Gomez Farias,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28012,Tamaulipas,Gonzalez,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28013,Tamaulipas,Guemez,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28014,Tamaulipas,Guerrero,5,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28015,Tamaulipas,Gustavo Diaz Ordaz,6,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28016,Tamaulipas,Hidalgo,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28017,Tamaulipas,Jaumave,2,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28018,Tamaulipas,Jimenez,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28019,Tamaulipas,Llera,3,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28020,Tamaulipas,Mainero,3,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28021,Tamaulipas,El Mante,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28022,Tamaulipas,Matamoros,5,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28023,Tamaulipas,Mendez,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28024,Tamaulipas,Mier,2,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28025,Tamaulipas,Miguel Aleman,5,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28026,Tamaulipas,Miquihuana,2,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28027,Tamaulipas,Nuevo Laredo,6,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28028,Tamaulipas,Nuevo Morelos,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28029,Tamaulipas,Ocampo,3,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28030,Tamaulipas,Padilla,5,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28031,Tamaulipas,Palmillas,1,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28032,Tamaulipas,Reynosa,6,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28033,Tamaulipas,Rio Bravo,6,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28034,Tamaulipas,San Carlos,3,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28035,Tamaulipas,San Fernando,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28036,Tamaulipas,San Nicolas,3,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28037,Tamaulipas,Soto la Marina,3,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28038,Tamaulipas,Tampico,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28039,Tamaulipas,Tula,1,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28040,Tamaulipas,Valle Hermoso,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28041,Tamaulipas,Victoria,4,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
28042,Tamaulipas,Villagran,3,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
28043,Tamaulipas,Xicotencatl,5,Golfo Centro,Noreste,44.78,2.557,2.497,2.711,2.861,3.043,3.227,3.509,3.831,4.186,4.18,4.113,3.517
29001,Tlaxcala,Amaxac de Guerrero,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29002,Tlaxcala,Apetatitlan de Antonio Carvajal,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29003,Tlaxcala,Atlangatepec,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29004,Tlaxcala,Atltzayanca,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29005,Tlaxcala,Apizaco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29006,Tlaxcala,Calpulalpan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29007,Tlaxcala,El Carmen Tequexquitla,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29008,Tlaxcala,Cuapiaxtla,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29009,Tlaxcala,Cuaxomulco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
