municode,State,Municipality,Domestic_Tariff,Divisional_Area,DAC_Area,Fixed,January_marginal,February_marginal,March_marginal,April_marginal,May_marginal,June_marginal,July_marginal,Agust_marginal,September_marginal,October_marginal,November_marginal,December_marginal
29010,Tlaxcala,Chiautempan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29011,Tlaxcala,Munoz de Domingo Arenas,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29012,Tlaxcala,Espanita,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29013,Tlaxcala,Huamantla,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29014,Tlaxcala,Hueyotlipan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29016,Tlaxcala,Ixtenco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29017,Tlaxcala,Mazatecochco de Jose Maria Morelos,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29018,Tlaxcala,Contla de Juan Cuamatzi,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29019,Tlaxcala,Tepetitla de Lardizabal,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29020,Tlaxcala,Sanctorum de Lazaro Cardenas,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29021,Tlaxcala,Nanacamilpa de Mariano Arista,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29022,Tlaxcala,Acuamanala de Miguel Hidalgo,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29023,Tlaxcala,Nativitas,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29024,Tlaxcala,Panotla,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29025,Tlaxcala,San Pablo del Monte,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29026,Tlaxcala,Santa Cruz Tlaxcala,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29027,Tlaxcala,Tenancingo,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29028,Tlaxcala,Teolocholco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29029,Tlaxcala,Tepeyanco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29030,Tlaxcala,Terrenate,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29031,Tlaxcala,Tetla de la Solidaridad,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29032,Tlaxcala,Tetlatlahuca,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29033,Tlaxcala,Tlaxcala,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29034,Tlaxcala,Tlaxco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29035,Tlaxcala,Tocatlan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29036,Tlaxcala,Totolac,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29037,Tlaxcala,Ziltlaltepec de Trinidad Sanchez Santos,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29038,Tlaxcala,Tzompantepec,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29039,Tlaxcala,Xaloztoc,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29040,Tlaxcala,Xaltocan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29041,Tlaxcala,Papalotla de Xicohtencatl,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29042,Tlaxcala,Xicohtzinco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29043,Tlaxcala,Yauhquemehcan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29044,Tlaxcala,Zacatelco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29045,Tlaxcala,Benito Juarez,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29046,Tlaxcala,Emiliano Zapata,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29047,Tlaxcala,Lazaro Cardenas,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29048,Tlaxcala,La Magdalena Tlaltelulco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29049,Tlaxcala,San Damian Texoloc,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29050,Tlaxcala,San Francisco Tetlanohcan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29051,Tlaxcala,San Jeronimo Zacualpan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29052,Tlaxcala,San Jose Teacalco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29053,Tlaxcala,San Juan Huactzinco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29054,Tlaxcala,San Lorenzo Axocomanitla,3,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29055,Tlaxcala,San Lucas Tecopilco,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29056,Tlaxcala,Santa Ana Nopalucan,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29057,Tlaxcala,Santa Apolonia Teacalco,3,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29058,Tlaxcala,Santa Catarina Ayometla,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29059,Tlaxcala,Santa Cruz Quilehtla,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
29060,Tlaxcala,Santa Isabel Xiloxoxtla,1,Centro Oriente,Sur,42.86,2.311,2.433,2.576,2.707,2.867,3.027,3.274,3.557,3.867,3.861,3.803,3.282
30001,Veracruz de Ignacio de la Llave,Acajete,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30002,Veracruz de Ignacio de la Llave,Acatlan,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30003,Veracruz de Ignacio de la Llave,Acayucan,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30004,Veracruz de Ignacio de la Llave,Actopan,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30005,Veracruz de Ignacio de la Llave,Acula,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30006,Veracruz de Ignacio de la Llave,Acultzingo,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30007,Veracruz de Ignacio de la Llave,Camaron de Tejeda,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30008,Veracruz de Ignacio de la Llave,Alpatlahuac,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30009,Veracruz de Ignacio de la Llave,Alto Lucero de Gutierrez Barrios,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30010,Veracruz de Ignacio de la Llave,Altotonga,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30011,Veracruz de Ignacio de la Llave,Alvarado,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30012,Veracruz de Ignacio de la Llave,Amatitlan,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30013,Veracruz de Ignacio de la Llave,Naranjos Amatlan,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30014,Veracruz de Ignacio de la Llave,Amatlan de los Reyes,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30015,Veracruz de Ignacio de la Llave,Angel R. Cabada,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30016,Veracruz de Ignacio de la Llave,La Antigua,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30017,Veracruz de Ignacio de la Llave,Apazapan,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30018,Veracruz de Ignacio de la Llave,Aquila,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30019,Veracruz de Ignacio de la Llave,Astacinga,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30020,Veracruz de Ignacio de la Llave,Atlahuilco,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30021,Veracruz de Ignacio de la Llave,Atoyac,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30022,Veracruz de Ignacio de la Llave,Atzacan,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30023,Veracruz de Ignacio de la Llave,Atzalan,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30024,Veracruz de Ignacio de la Llave,Tlaltetela,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30025,Veracruz de Ignacio de la Llave,Ayahualulco,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30026,Veracruz de Ignacio de la Llave,Banderilla,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30027,Veracruz de Ignacio de la Llave,Benito Juarez,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30028,Veracruz de Ignacio de la Llave,Boca del Rio,4,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30029,Veracruz de Ignacio de la Llave,Calcahualco,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30030,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30031,Veracruz de Ignacio de la Llave,Carrillo Puerto,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30032,Veracruz de Ignacio de la Llave,Catemaco,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30033,Veracruz de Ignacio de la Llave,Cazones de Herrera,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30034,Veracruz de Ignacio de la Llave,Cerro Azul,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30035,Veracruz de Ignacio de la Llave,Citlaltepetl,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30036,Veracruz de Ignacio de la Llave,Coacoatzintla,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30037,Veracruz de Ignacio de la Llave,Coahuitlan,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30038,Veracruz de Ignacio de la Llave,Coatepec,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30039,Veracruz de Ignacio de la Llave,Coatzacoalcos,4,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30040,Veracruz de Ignacio de la Llave,Coatzintla,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30041,Veracruz de Ignacio de la Llave,Coetzala,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30042,Veracruz de Ignacio de la Llave,Colipa,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30043,Veracruz de Ignacio de la Llave,Comapa,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30044,Veracruz de Ignacio de la Llave,Cordoba,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30045,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30046,Veracruz de Ignacio de la Llave,Cosautlan de Carvajal,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30047,Veracruz de Ignacio de la Llave,Coscomatepec,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30048,Veracruz de Ignacio de la Llave,Cosoleacaque,4,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30049,Veracruz de Ignacio de la Llave,Cotaxtla,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30050,Veracruz de Ignacio de la Llave,Coxquihui,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30051,Veracruz de Ignacio de la Llave,Coyutla,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30052,Veracruz de Ignacio de la Llave,Cuichapa,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30053,Veracruz de Ignacio de la Llave,Cuitlahuac,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30054,Veracruz de Ignacio de la Llave,Chacaltianguis,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30055,Veracruz de Ignacio de la Llave,Chalma,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30056,Veracruz de Ignacio de la Llave,Chiconamel,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30057,Veracruz de Ignacio de la Llave,Chiconquiaco,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30058,Veracruz de Ignacio de la Llave,Chicontepec,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30059,Veracruz de Ignacio de la Llave,Chinameca,4,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30060,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30061,Veracruz de Ignacio de la Llave,Las Choapas,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30062,Veracruz de Ignacio de la Llave,Chocaman,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30063,Veracruz de Ignacio de la Llave,Chontla,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30064,Veracruz de Ignacio de la Llave,Chumatlan,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30065,Veracruz de Ignacio de la Llave,Emiliano Zapata,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30066,Veracruz de Ignacio de la Llave,Espinal,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30067,Veracruz de Ignacio de la Llave,Filomeno Mata,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30068,Veracruz de Ignacio de la Llave,Fortin,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30069,Veracruz de Ignacio de la Llave,Gutierrez Zamora,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30070,Veracruz de Ignacio de la Llave,Hidalgotitlan,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30071,Veracruz de Ignacio de la Llave,Huatusco,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30072,Veracruz de Ignacio de la Llave,Huayacocotla,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30073,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30074,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtemoc,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30075,Veracruz de Ignacio de la Llave,Ignacio de la Llave,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30076,Veracruz de Ignacio de la Llave,Ilamatlan,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30077,Veracruz de Ignacio de la Llave,Isla,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30078,Veracruz de Ignacio de la Llave,Ixcatepec,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30079,Veracruz de Ignacio de la Llave,Ixhuacan de los Reyes,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30080,Veracruz de Ignacio de la Llave,Ixhuatlan del Cafe,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30081,Veracruz de Ignacio de la Llave,Ixhuatlancillo,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30082,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,4,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30083,Veracruz de Ignacio de la Llave,Ixhuatlan de Madero,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30084,Veracruz de Ignacio de la Llave,Ixmatlahuacan,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30085,Veracruz de Ignacio de la Llave,Ixtaczoquitlan,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30086,Veracruz de Ignacio de la Llave,Jalacingo,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30087,Veracruz de Ignacio de la Llave,Xalapa,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30088,Veracruz de Ignacio de la Llave,Jalcomulco,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30089,Veracruz de Ignacio de la Llave,Jaltipan,4,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30090,Veracruz de Ignacio de la Llave,Jamapa,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30091,Veracruz de Ignacio de la Llave,Jesus Carranza,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30092,Veracruz de Ignacio de la Llave,Xico,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30093,Veracruz de Ignacio de la Llave,Jilotepec,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30094,Veracruz de Ignacio de la Llave,Juan Rodriguez Clara,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30095,Veracruz de Ignacio de la Llave,Juchique de Ferrer,2,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30096,Veracruz de Ignacio de la Llave,Landero y Coss,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30097,Veracruz de Ignacio de la Llave,Lerdo de Tejada,3,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30098,Veracruz de Ignacio de la Llave,Magdalena,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30099,Veracruz de Ignacio de la Llave,Maltrata,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30100,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,4,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
30101,Veracruz de Ignacio de la Llave,Mariano Escobedo,1,Oriente,Noreste,46.81,2.42,2.557,2.686,2.818,2.978,3.139,3.387,3.67,3.982,3.975,3.917,3.394
